"df$Key","Percentage_pop_with_bachelors disc","Adults.19.25 disc","Adults.26.34 disc","Adults.35.54 disc","num_jobs_tot disc","EnergyC_addunit disc","Av_temperature disc","Median_income disc","GDP disc","Tot_vehicle disc","Elec_price disc","label"
"New Hampshire2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"New Jersey2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Mexico2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2014","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Medium GDP","Low Tot_vehicle","Medium Elec_price","1"
"North Carolina2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"North Dakota2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oklahoma2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oregon2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Pennsylvania2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Rhode Island2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"South Carolina2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"South Dakota2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Tennessee2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Texas2014","Low Percentage_pop_with_bachelors","High Adults.19.25","Medium Adults.26.34","High Adults.35.54","Medium num_jobs_tot","High EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","1"
"Utah2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Vermont2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Virginia2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Washington2014","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"West Virginia2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wisconsin2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wyoming2014","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alabama2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alaska2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Low Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Arizona2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Arkansas2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"California2015","Low Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","Medium EnergyC_addunit","High Av_temperature","Medium Median_income","High GDP","High Tot_vehicle","Medium Elec_price","3"
"Colorado2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Connecticut2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Delaware2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"District of Columbia2015","High Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Florida2015","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Medium Tot_vehicle","Low Elec_price","1"
"Georgia2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Hawaii2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","High Elec_price","1"
"Idaho2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Illinois2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Indiana2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Iowa2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kansas2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kentucky2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Louisiana2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maine2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Massachusetts2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Michigan2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Minnesota2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Mississippi2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Montana2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nebraska2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nevada2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Hampshire2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"New Jersey2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Mexico2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2015","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Medium GDP","Low Tot_vehicle","Medium Elec_price","1"
"North Carolina2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"North Dakota2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oklahoma2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oregon2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Pennsylvania2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Rhode Island2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"South Carolina2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"South Dakota2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Tennessee2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Texas2015","Low Percentage_pop_with_bachelors","High Adults.19.25","Medium Adults.26.34","High Adults.35.54","High num_jobs_tot","High EnergyC_addunit","High Av_temperature","Medium Median_income","Medium GDP","Medium Tot_vehicle","Low Elec_price","1"
"Utah2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Vermont2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Virginia2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Washington2015","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","3"
"West Virginia2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wisconsin2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Wyoming2015","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alabama2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Alaska2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Low Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Arizona2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Arkansas2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"California2016","Medium Percentage_pop_with_bachelors","High Adults.19.25","High Adults.26.34","High Adults.35.54","High num_jobs_tot","Medium EnergyC_addunit","High Av_temperature","Medium Median_income","High GDP","High Tot_vehicle","Medium Elec_price","3"
"Colorado2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","2"
"Connecticut2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Delaware2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"District of Columbia2016","High Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Florida2016","Low Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Medium Tot_vehicle","Low Elec_price","2"
"Georgia2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Hawaii2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Idaho2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Illinois2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Indiana2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Iowa2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kansas2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Kentucky2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Louisiana2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maine2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Maryland2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Massachusetts2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"Michigan2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Minnesota2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Mississippi2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Missouri2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Montana2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nebraska2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Nevada2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Hampshire2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","High Median_income","Low GDP","Low Tot_vehicle","Medium Elec_price","1"
"New Jersey2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New Mexico2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"New York2016","Medium Percentage_pop_with_bachelors","Medium Adults.19.25","Medium Adults.26.34","Medium Adults.35.54","Medium num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Medium GDP","Low Tot_vehicle","Low Elec_price","2"
"North Carolina2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"North Dakota2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","Medium Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Ohio2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oklahoma2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Low Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Oregon2016","Medium Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
"Pennsylvania2016","Low Percentage_pop_with_bachelors","Low Adults.19.25","Low Adults.26.34","Low Adults.35.54","Low num_jobs_tot","Low EnergyC_addunit","High Av_temperature","Medium Median_income","Low GDP","Low Tot_vehicle","Low Elec_price","1"
